,umap1,umap2,umap3,FP_cluster,FP_UMAP_label,logS0,rel,smiles_canonical,name,random,diversity
CCN(CC)CCNC(=O)c1cc(Cl)c(N)cc1OC,0.8831239,1.676431,2.0612974,3.0,1.0,-3.565,HR,CCN(CC)CCNC(=O)c1cc(Cl)c(N)cc1OC,metoclopramide,0.0,1.0
CCN(CC)CCOC(=O)c1ccc(N)cc1,,,,,,-1.719,HR,CCN(CC)CCOC(=O)c1ccc(N)cc1,procaine,1.0,2.0
CCN(CC)Cc1cc(Nc2ccnc3cc(Cl)ccc23)ccc1O,0.582618,1.8687325,2.1359408,3.0,1.0,-5.79,HR,CCN(CC)Cc1cc(Nc2ccnc3cc(Cl)ccc23)ccc1O,amodiaquine,0.0,1.0
CCN(Cc1ccncc1)C(=O)[C@@H](CO)c1ccccc1,-0.73248476,0.33060244,2.6978016,3.0,1.0,-1.6980000000000002,HR,CCN(Cc1ccncc1)C(=O)C(CO)c1ccccc1,tropicamide,0.0,1.0
CCN(N=O)C(N)=O,3.3651307,0.7651257,0.4420135,0.0,1.0,-0.96,UR,CCN(N=O)C(N)=O,1-ethyl-1-nitrosourea,0.0,1.0
CCN1CCC[C@@H]1CNC(=O)c1cc(ccc1OC)S(N)(=O)=O,0.99374574,1.3617272,2.2344394,3.0,1.0,-2.8760000000000003,HR,CCN1CCCC1CNC(=O)c1cc(S(N)(=O)=O)ccc1OC,sulpiride,0.0,1.0
CCN1CCN(CC1)c1cc2n(cc(C(O)=O)c(=O)c2cc1F)C1CC1,0.5667178,-0.36986795,3.5584824,3.0,1.0,-3.18,HR,CCN1CCN(c2cc3c(cc2F)c(=O)c(C(=O)O)cn3C2CC2)CC1,enrofloxacin,0.0,0.0
CCN1c2ncccc2N(C)C(=O)c2cccnc12,-0.58864844,1.3638564,0.8929478,-1.0,1.0,-2.62,UR,CCN1c2ncccc2C(=O)N(C)c2cccnc21,"n11-ethyl-n5-methyl-5,11-dihydro-6h-dipyrido(3,2-b:2',3'-e)(1,4)diazepin-6-one",0.0,0.0
CCN1c2ncccc2N(CC)C(=O)c2cccnc12,-0.5673642,1.3842072,0.95052266,-1.0,1.0,-2.86,UR,CCN1C(=O)c2cccnc2N(CC)c2ncccc21,"2,9-diethyl-2,4,9,15-tetrazatricyclo[9.4.0.03,8]pentadeca-1(11),3(8),4,6,12,14-hexaen-10-one",0.0,1.0
CCNC(=O)[C@H](C)OC(=O)Nc1ccccc1,0.43215206,0.9980761,2.0122468,3.0,1.0,-1.83,UR,CCNC(=O)C(C)OC(=O)Nc1ccccc1,carbetamide,0.0,1.0
CCNC(=S)NCC,4.04533,0.83062136,0.4283718,0.0,1.0,-1.46,UR,CCNC(=S)NCC,"1,3-diethylthiourea",0.0,1.0
CCN[C@H]1CN(CCCOC)S(=O)(=O)c2sc(cc12)S(N)(=O)=O,0.7462652,1.2382915,2.211119,3.0,1.0,-2.95,HR,CCNC1CN(CCCOC)S(=O)(=O)c2sc(S(N)(=O)=O)cc21,brinzolamide,0.0,1.0
CCNc1nc(Cl)nc(NC(C)C)n1,5.494894,-0.93986803,0.15076843,0.0,1.0,-3.489,HR,CCNc1nc(Cl)nc(NC(C)C)n1,atrazine,0.0,1.0
CCOC(=O)C1=C(C)NC(C)=C([C@H]1c1cccc(Cl)c1Cl)C(=O)OC,1.0480856,0.08754482,1.9902915,3.0,1.0,-5.89,HR,CCOC(=O)C1=C(C)NC(C)=C(C(=O)OC)C1c1cccc(Cl)c1Cl,felodipine,0.0,1.0
CCOC(=O)C=C,3.9973462,0.8921702,0.5099451,0.0,1.0,-0.74,UR,C=CC(=O)OCC,ethyl prop-2-enoate,0.0,1.0
CCOC(=O)CC,4.1252165,0.9852234,0.31771964,0.0,1.0,-0.66,UR,CCOC(=O)CC,ethyl propionate,0.0,1.0
CCOC(=O)CC(=O)OCC,4.198253,0.8874032,0.37847254,0.0,1.0,-0.82,UR,CCOC(=O)CC(=O)OCC,malonic acid diethylester,0.0,1.0
CCOC(=O)CCC(=O)OCC,4.104689,0.9028271,0.3655742,0.0,1.0,-0.96,UR,CCOC(=O)CCC(=O)OCC,"1,4-diethyl butanedioate",0.0,1.0
CCOC(=O)N(C)C(=O)CSP(=S)(OCC)OCC,4.1400967,0.9435153,0.6375773,0.0,1.0,-2.5180000000000002,UR,CCOC(=O)N(C)C(=O)CSP(=S)(OCC)OCC,mecarbam,0.0,1.0
CCOC(=O)NCCOc1ccc(Oc2ccccc2)cc1,0.1624914,0.9324605,2.5796475,3.0,1.0,-4.7189999999999985,HR,CCOC(=O)NCCOc1ccc(Oc2ccccc2)cc1,fenoxycarb,0.0,1.0
CCOC(=O)[C@H](CCc1ccccc1)N[C@@H](C)C(=O)N1CCC[C@H]1C(O)=O,-0.19259274,0.3883645,2.9520087,3.0,1.0,-1.305,HR,CCOC(=O)C(CCc1ccccc1)NC(C)C(=O)N1CCCC1C(=O)O,enalapril,0.0,0.0
CCOC(=O)[C@H](CCc1ccccc1)N[C@@H](C)C(=O)N1Cc2ccccc2C[C@H]1C(O)=O,-0.28592423,0.32275516,2.7511072,3.0,1.0,-1.9,LR,CCOC(=O)C(CCc1ccccc1)NC(C)C(=O)N1Cc2ccccc2CC1C(=O)O,quinapril,0.0,1.0
CCOC(=O)[C@H](CCc1ccccc1)N[C@@H](C)C(=O)N1[C@H]2CCCC[C@@H]2C[C@H]1C(O)=O,,,,,,-2.84,LR,CCOC(=O)C(CCc1ccccc1)NC(C)C(=O)N1C(C(=O)O)CC2CCCCC21,trandolapril,1.0,2.0
CCOC(=O)c1ccc(N)cc1,1.3899401,0.12313037,2.2538168,3.0,1.0,-2.41,HR,CCOC(=O)c1ccc(N)cc1,benzocaine,0.0,1.0
CCOC(=O)c1ccc(O)cc1,1.2040946,-0.45860842,1.882332,3.0,1.0,-2.346,HR,CCOC(=O)c1ccc(O)cc1,ethylparaben,0.0,0.0
CCOC(=O)c1ccccc1,,,,,,-2.32,UR,CCOC(=O)c1ccccc1,ethyl benzoate ,1.0,2.0
CCOC(=O)c1ccccc1C(=O)OCC,0.61777306,0.17474996,2.2310274,3.0,1.0,-2.35,UR,CCOC(=O)c1ccccc1C(=O)OCC,diethyl phthalate ,0.0,1.0
CCOC(=O)c1cncn1[C@H](C)c1ccccc1,-0.25802585,0.38762027,2.7693367,3.0,1.0,-6.735,HR,CCOC(=O)c1cncn1C(C)c1ccccc1,etomidate,0.0,1.0
CCOC(C)=O,4.049118,0.76505286,0.2896647,0.0,1.0,-0.035675,UR,CCOC(C)=O,ethyl acetate,0.0,0.0
CCOC(C)C,,,,,,-0.55,UR,CCOC(C)C,2-ethoxypropane,1.0,2.0
CCOC(C)OCC,5.0315347,0.3634714,0.22098005,0.0,1.0,-0.43,UR,CCOC(C)OCC,"1,1-diethoxyethane ",0.0,1.0
CCOC(N)=O,3.928996,0.7377234,0.23177233,0.0,1.0,0.85,UR,CCOC(N)=O,o-ethyl carbamate,0.0,1.0
CCOCCOCC,4.647735,0.44089723,0.16050851,0.0,1.0,-0.77,UR,CCOCCOCC,"1,2-diethoxyethane ",0.0,1.0
CCOP(=O)(OCC)OCC,4.112256,0.77793765,0.47523227,0.0,1.0,0.43,UR,CCOP(=O)(OCC)OCC,triethyl phosphate,0.0,1.0
CCOP(=S)(OCC)Oc1ccc(cc1)[S@](C)=O,,,,,,-2.3,UR,CCOP(=S)(OCC)Oc1ccc(S(C)=O)cc1,fensulfothion,1.0,2.0
CCOP(=S)(OCC)Oc1nc(Cl)c(Cl)cc1Cl,2.3453767,1.1520145,1.2802248,-1.0,1.0,-5.244,HR,CCOP(=S)(OCC)Oc1nc(Cl)c(Cl)cc1Cl,chlorpyrifos,0.0,1.0
CCOc1ccc(NC(C)=O)cc1,1.3054639,1.2056935,1.8322713,3.0,1.0,-2.4255,HR,CCOc1ccc(NC(C)=O)cc1,phenacetin,0.0,0.0
CCOc1ccc(NC(N)=O)cc1,1.2920839,1.2988296,1.9172307,3.0,1.0,-2.17,UR,CCOc1ccc(NC(N)=O)cc1,dulcin,0.0,1.0
CCOc1ccccc1,,,,,,-2.33,UR,CCOc1ccccc1,phenetole,1.0,2.0
CCS(=O)(=O)CC,,,,,,0.04,UR,CCS(=O)(=O)CC,(ethanesulfonyl)ethane,1.0,2.0
CCSCc1ccccc1OC(=O)NC,1.6020701,0.34167022,1.2745067,-1.0,1.0,-2.09,UR,CCSCc1ccccc1OC(=O)NC,ethiofencarb,0.0,1.0
CCSSCC,5.130758,-0.37877598,-0.019255172,0.0,1.0,-2.42,UR,CCSSCC,diethyldisulfide,0.0,1.0
CC[C@@H](C)C(C)(C)O,5.6453495,-0.8740048,0.12422562,0.0,1.0,-0.89,UR,CCC(C)C(C)(C)O,"2,3-dimethylpentan-2-ol",0.0,1.0
CC[C@@H](C)C(C)=O,,,,,,-0.67,UR,CCC(C)C(C)=O,3-methyl-2-pentanone,1.0,2.0
CC[C@@H](C)OC(N)=O,3.9393091,0.6793299,0.41048452,0.0,0.0,-0.3,UR,CCC(C)OC(N)=O,butan-2-yl carbamate,0.0,1.0
CC[C@@H](CO)NCCN[C@@H](CC)CO,5.789274,-0.46173665,-0.15091932,0.0,1.0,-0.565,HR,CCC(CO)NCCNC(CC)CO,ethambutol,0.0,1.0
CC[C@@H](Cc1c(I)cc(I)c(N)c1I)C(O)=O,1.5016497,-0.09606963,2.0760949,3.0,1.0,-4.58,HR,CCC(Cc1c(I)cc(I)c(N)c1I)C(=O)O,iopanoic acid,0.0,1.0
CC[C@@H](O)C(C)(C)C,,,,,,-1.15,UR,CCC(O)C(C)(C)C,"2,2-dimethylpentan-3-ol",1.0,2.0
CC[C@@H](O)C(C)C,,,,,,-0.6999999999999998,UR,CCC(O)C(C)C,2-methyl-3-pentanol,1.0,2.0
CC[C@@](C)(O)C(C)(C)C,5.479562,-1.0674813,-0.024082521,0.0,0.0,-1.27,UR,CCC(C)(O)C(C)(C)C,"2,2,3-trimethylpentan-3-ol",0.0,1.0
CC[C@@](C)(O)C(C)C,5.6046977,-1.0001696,-0.010211006,0.0,0.0,-0.85,UR,CCC(C)(O)C(C)C,"2,3-dimethylpentan-3-ol",0.0,1.0
CC[C@H](C)C(=O)O[C@H]1C[C@@H](C)C=C2C=C[C@H](C)[C@H](CC[C@@H]3C[C@@H](O)CC(=O)O3)[C@@H]12,,,,,,-6.0,HR,CCC(C)C(=O)OC1CC(C)C=C2C=CC(C)C(CCC3CC(O)CC(=O)O3)C21,lovastatin,1.0,2.0
CC[C@H](C)C1(CC)C(=O)NC(=O)NC1=O,-0.6434955,-1.6167657,-1.6841683,2.0,1.0,-2.333,HR,CCC(C)C1(CC)C(=O)NC(=O)NC1=O,butabarbital,0.0,1.0
CC[C@H](C)C1(CC=C)C(=O)NC(=O)NC1=O,,,,,,-2.016,HR,C=CCC1(C(C)CC)C(=O)NC(=O)NC1=O,talbutal,1.0,2.0
CC[C@H](C)CO,5.787154,-0.39561233,0.053580534,0.0,0.0,-0.47,UR,CCC(C)CO,2-methylbutanol,0.0,1.0
CC[C@H](C)[C@H](C)O,5.782714,-0.50116265,-0.13490131,0.0,0.0,-0.7166666666666667,UR,CCC(C)C(C)O,3-methyl-2-pentanol,0.0,1.0
CC[C@H](N)C(O)=O,,,,,,0.3075,UR,CCC(N)C(=O)O,alpha-aminobutyric acid,1.0,2.0
CC[C@H]1NC(=O)NC1=O,-0.45743144,-1.4001603,-1.5083054,2.0,1.0,-0.06,UR,CCC1NC(=O)NC1=O,"5-ethylimidazolidine-2,4-dione",0.0,1.0
CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@@H]([C@H]2O)N(C)C)[C@](C)(O)C[C@@H](C)C(=O)[C@H](C)[C@@H](O)[C@]1(C)O,-0.2178197,-1.9412253,1.3571857,-1.0,1.0,-3.15,HR,CCC1OC(=O)C(C)C(OC2CC(C)(OC)C(O)C(C)O2)C(C)C(OC2OC(C)CC(N(C)C)C2O)C(C)(O)CC(C)C(=O)C(C)C(O)C1(C)O,erythromycin,0.0,1.0
CC[C@]1(CCC(=O)NC1=O)c1ccccc1,-0.86197984,-1.3335239,-1.166095,2.0,1.0,-2.3369999999999997,HR,CCC1(c2ccccc2)CCC(=O)NC1=O,glutethimide,0.0,1.0
CC\C(=C(/c1ccccc1)c1ccc(OCCN(C)C)cc1)c1ccccc1,-0.20189239,0.71093714,2.4393897,3.0,1.0,-8.02,HR,CCC(=C(c1ccccc1)c1ccc(OCCN(C)C)cc1)c1ccccc1,tamoxifen,0.0,1.0
CC\C(=C(\CC)c1ccc(O)cc1)c1ccc(O)cc1,0.82567805,-0.59165347,1.8004451,3.0,1.0,-4.7145,HR,CCC(=C(CC)c1ccc(O)cc1)c1ccc(O)cc1,diethylstilbestrol,0.0,1.0
CC\C=C(/C)C1(CC)C(=O)NC(=O)NC1=O,-0.6881495,-1.3851013,-1.885639,2.0,1.0,-2.458,HR,CCC=C(C)C1(CC)C(=O)NC(=O)NC1=O,vinbarbital,0.0,1.0
CCc1ccc(CCOc2ccc(C[C@H]3SC(=O)NC3=O)cc2)nc1,0.49276093,1.924976,1.8290076,3.0,1.0,-6.185,LR,CCc1ccc(CCOc2ccc(CC3SC(=O)NC3=O)cc2)nc1,pioglitazone,0.0,0.0
CCc1cccc(C)c1N([C@@H](C)COC)C(=O)CCl,0.88822657,0.075257,1.8348128,3.0,1.0,-2.73,UR,CCc1cccc(C)c1N(C(=O)CCl)C(C)COC,metolachlor,0.0,1.0
CCc1ccccc1O,-0.099306144,-0.47857922,1.6984649,3.0,1.0,-1.36,UR,CCc1ccccc1O,2-ethylphenol,0.0,1.0
CCc1cccs1,-0.13339408,-0.13079983,1.9231262,3.0,1.0,-2.59,UR,CCc1cccs1,2-ethylthiophene,0.0,1.0
CCc1nc(N)nc(N)c1-c1ccc(Cl)cc1,1.0507804,0.45590895,1.6396784,3.0,1.0,-4.109,HR,CCc1nc(N)nc(N)c1-c1ccc(Cl)cc1,pyrimethamine,0.0,1.0
CCn1c(=O)n(C)c2ncn(C)c2c1=O,-0.39240548,1.8514551,-0.4738309,4.0,1.0,-0.7190000000000001,HR,CCn1c(=O)c2c(ncn2C)n(C)c1=O,1-ethyltheobromine,0.0,0.0
CCn1cc(C(O)=O)c(=O)c2cc(F)c(N3CCN[C@@H](C)C3)c(F)c12,0.5112352,-0.2340409,3.4541569,3.0,1.0,-2.43291365,HR,CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCNC(C)C3)c(F)c21,lomefloxacin,0.0,1.0
CCn1cc(C(O)=O)c(=O)c2cc(F)c(cc12)N1CCNCC1,0.7257519,-0.33373275,3.4049158,3.0,1.0,-2.9065,HR,CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCNCC3)cc21,norfloxacin,0.0,0.0
CCn1cc(C(O)=O)c(=O)c2ccc(C)nc12,0.6098317,-0.1940542,3.3735764,3.0,1.0,-3.4885,HR,CCn1cc(C(=O)O)c(=O)c2ccc(C)nc21,nalidixic acid,0.0,1.0
CCn1cnc2n(C)c(=O)n(C)c(=O)c12,-0.42256147,1.8000507,-0.47997352,4.0,1.0,-0.757,HR,CCn1cnc2c1c(=O)n(C)c(=O)n2C,7-ethyltheophylline,0.0,0.0
CN(C(C)=O)c1ccccc1,-0.48114094,0.47929293,2.1344643,3.0,1.0,-0.95,UR,CC(=O)N(C)c1ccccc1,n-methyl-n-phenylacetamide,0.0,1.0
CN(C)C(=O)C(CCN1CCC(O)(CC1)c1ccc(Cl)cc1)(c1ccccc1)c1ccccc1,-0.6903697,0.91643745,2.6239645,3.0,1.0,-7.074,HR,CN(C)C(=O)C(CCN1CCC(O)(c2ccc(Cl)cc2)CC1)(c1ccccc1)c1ccccc1,loperamide,0.0,1.0
CN(C)C(=O)C(c1ccccc1)c1ccccc1,-0.7464359,0.51601076,2.3191,3.0,1.0,-2.98,UR,CN(C)C(=O)C(c1ccccc1)c1ccccc1,diphenamid,0.0,1.0
CN(C)C(=O)N(C)C,3.3582423,0.82843775,0.57781535,0.0,0.0,0.94,UR,CN(C)C(=O)N(C)C,tetramethylurea,0.0,1.0
CN(C)C(=O)NC1CCCCCCC1,,,,,,-2.289,UR,CN(C)C(=O)NC1CCCCCCC1,cycluron,1.0,2.0
CN(C)C(=O)Nc1ccc(Cl)c(Cl)c1,0.9075273,1.3073194,1.6264198,3.0,1.0,-3.76,HR,CN(C)C(=O)Nc1ccc(Cl)c(Cl)c1,diuron,0.0,0.0
CN(C)C(=O)Nc1ccc(Cl)cc1,,,,,,-2.9,UR,CN(C)C(=O)Nc1ccc(Cl)cc1,monuron,1.0,2.0
CN(C)C(=O)Nc1cccc(OC(=O)NC(C)(C)C)c1,0.86541146,1.5013175,1.9659237,3.0,1.0,-2.93,UR,CN(C)C(=O)Nc1cccc(OC(=O)NC(C)(C)C)c1,karbutilate,0.0,1.0
CN(C)C(=O)Nc1cccc(c1)C(F)(F)F,0.8416091,1.3086226,2.1262763,3.0,1.0,-3.463,HR,CN(C)C(=O)Nc1cccc(C(F)(F)F)c1,fluometuron,0.0,1.0
CN(C)C(=O)Nc1ccccc1,0.08210296,0.85170466,2.005554,3.0,1.0,-1.6175,UR,CN(C)C(=O)Nc1ccccc1,fenuron,0.0,1.0
CN(C)C(=O)OC1=CC(=O)CC(C)(C)C1,-0.22618352,-1.6556035,0.27186018,-1.0,1.0,-0.85,UR,CN(C)C(=O)OC1=CC(=O)CC(C)(C)C1,dimetan,0.0,1.0
CN(C)C(=O)Oc1cc(C)nn1-c1ccccc1,-0.6350437,0.98227686,1.6201652,3.0,1.0,-2.09,UR,Cc1cc(OC(=O)N(C)C)n(-c2ccccc2)n1,pyrolan,0.0,1.0
CN(C)CCC=C1c2ccccc2CCc2ccccc12,-1.1876858,1.310417,2.2521749,3.0,1.0,-4.55,HR,CN(C)CCC=C1c2ccccc2CCc2ccccc21,amitriptyline,0.0,0.0
CN(C)CCCN1c2ccccc2CCc2ccccc12,,,,,,-4.3125,HR,CN(C)CCCN1c2ccccc2CCc2ccccc21,imipramine,1.0,2.0
CN(C)CCCN1c2ccccc2Sc2ccc(Cl)cc12,-1.0927106,1.7442675,2.411907,3.0,1.0,-5.1455,HR,CN(C)CCCN1c2ccccc2Sc2ccc(Cl)cc21,chlorpromazine,0.0,0.0
CN(C)CCCOc1nn(Cc2ccccc2)c2ccccc12,-0.90728354,0.5009554,2.2589803,3.0,1.0,-3.78,HR,CN(C)CCCOc1nn(Cc2ccccc2)c2ccccc12,benzydamine,0.0,1.0
CN(C)CCOC(c1ccccc1)c1ccccc1,-1.206904,0.64028144,2.5136487,3.0,1.0,-2.947,HR,CN(C)CCOC(c1ccccc1)c1ccccc1,diphenhydramine,0.0,0.0
CN(C)CCO[C@@H](c1ccccc1)c1ccccc1C,-1.0846062,0.69169277,2.4858227,3.0,1.0,-4.1,HR,Cc1ccccc1C(OCCN(C)C)c1ccccc1,orphenadrine,0.0,1.0
CN(C)CC[C@@H](c1ccc(Cl)cc1)c1ccccn1,-0.9542704,0.8980257,2.6042435,3.0,1.0,-2.659,HR,CN(C)CCC(c1ccc(Cl)cc1)c1ccccn1,chlorpheniramine,0.0,1.0
CN(C)CC\C=C1\c2ccccc2Sc2ccc(Cl)cc12,-0.92796534,1.6890653,2.2903004,3.0,1.0,-6.308,HR,CN(C)CCC=C1c2ccccc2Sc2ccc(Cl)cc21,chlorprothixene form 1,0.0,1.0
CN(C)[C@H]1[C@@H]2C[C@@H]3Cc4c(ccc(O)c4C(=O)C3=C(O)[C@]2(O)C(=O)[C@H](C(N)=O)C1=O)N(C)C,-0.08962737,-1.5682638,1.8033861,-1.0,1.0,-0.944,HR,CN(C)c1ccc(O)c2c1CC1CC3C(N(C)C)C(=O)C(C(N)=O)C(=O)C3(O)C(O)=C1C2=O,minocycline,0.0,1.0
CN(C)[C@H]1[C@@H]2C[C@H]3C(=C(O)[C@]2(O)C(=O)[C@H](C(N)=O)C1=O)C(=O)c1c(O)ccc(Cl)c1[C@@]3(C)O,-0.111925475,-1.6333016,1.7819858,-1.0,1.0,-2.94,HR,CN(C)C1C(=O)C(C(N)=O)C(=O)C2(O)C(O)=C3C(=O)c4c(O)ccc(Cl)c4C(C)(O)C3CC12,chlortetracycline,0.0,1.0
CN(C)[C@H]1[C@@H]2C[C@H]3C(=C(O)[C@]2(O)C(=O)[C@H](C(N)=O)C1=O)C(=O)c1c(O)cccc1[C@@]3(C)O,-0.073653795,-1.5095748,1.7104732,-1.0,1.0,-2.924,HR,CN(C)C1C(=O)C(C(N)=O)C(=O)C2(O)C(O)=C3C(=O)c4c(O)cccc4C(C)(O)C3CC12,tetracycline,0.0,0.0
CN(C)[C@H]1[C@@H]2[C@@H](O)[C@H]3C(=C(O)[C@]2(O)C(=O)[C@H](C(N)=O)C1=O)C(=O)c1c(O)cccc1[C@@]3(C)O,-0.11010746,-1.5506446,1.7341553,-1.0,1.0,-3.093,HR,CN(C)C1C(=O)C(C(N)=O)C(=O)C2(O)C(O)=C3C(=O)c4c(O)cccc4C(C)(O)C3C(O)C12,oxytetracycline,0.0,1.0
CN(C)c1c(C)n(C)n(-c2ccccc2)c1=O,-0.7342669,1.0586913,1.4315827,3.0,1.0,-0.619,HR,Cc1c(N(C)C)c(=O)n(-c2ccccc2)n1C,aminopyrine,0.0,0.0
CN(C)c1cnc2cncnc2n1,-1.551727,1.5973873,-1.5174806,4.0,1.0,-0.021,HR,CN(C)c1cnc2cncnc2n1,7-dimethylaminopteridine,0.0,1.0
CN(C)c1ncc2nccnc2n1,,,,,,0.36,HR,CN(C)c1ncc2nccnc2n1,2-dimethylaminopteridine,1.0,2.0
CN(C)c1ncnc2nccnc12,-0.90087295,1.6849985,-1.2499051,4.0,1.0,-1.021,HR,CN(C)c1ncnc2nccnc12,4-dimethylaminopteridine,0.0,1.0
CN(CCOc1ccc(C[C@H]2SC(=O)NC2=O)cc1)c1ccccn1,0.31621552,1.8128822,1.9228055,3.0,1.0,-5.25,LR,CN(CCOc1ccc(CC2SC(=O)NC2=O)cc1)c1ccccn1,rosiglitazone,0.0,1.0
CN(Cc1cnc2nc(N)nc(N)c2n1)c1ccc(cc1)C(=O)N[C@@H](CCC(O)=O)C(O)=O,1.1652538,0.44258422,1.9760813,3.0,1.0,-4.1,HR,CN(Cc1cnc2nc(N)nc(N)c2n1)c1ccc(C(=O)NC(CCC(=O)O)C(=O)O)cc1,methotrexate,0.0,1.0
CN(N=O)C(N)=O,3.20545,0.7562651,0.4220424,0.0,0.0,-0.85,UR,CN(N=O)C(N)=O,1-methyl-1-nitrosourea,0.0,1.0
CN1C(=O)NC(=O)[C@@](C)(C1=O)C1=CCCCC1,-0.67026865,-1.4184116,-1.5022979,2.0,1.0,-2.674,HR,CN1C(=O)NC(=O)C(C)(C2=CCCCC2)C1=O,hexobarbital,0.0,1.0
CN1C(C(=O)Nc2cc(C)on2)=C(O)c2ccccc2S1(=O)=O,0.3931466,0.71958405,2.4581516,3.0,1.0,-5.61,LR,Cc1cc(NC(=O)C2=C(O)c3ccccc3S(=O)(=O)N2C)no1,isoxicam,0.0,1.0
CN1C(C(=O)Nc2ccccn2)=C(O)c2ccccc2S1(=O)=O,0.74902695,0.48664427,2.4618325,3.0,1.0,-4.8,HR,CN1C(C(=O)Nc2ccccn2)=C(O)c2ccccc2S1(=O)=O,piroxicam,0.0,0.0
CN1C(C(=O)Nc2ccccn2)=C(O)c2sccc2S1(=O)=O,0.58499295,0.63336766,2.4376826,3.0,1.0,-3.875,HR,CN1C(C(=O)Nc2ccccn2)=C(O)c2sccc2S1(=O)=O,tenoxicam,0.0,1.0
CN1CCC(CC1)=C1c2ccccc2C=Cc2ccccc12,,,,,,-5.9,HR,CN1CCC(=C2c3ccccc3C=Cc3ccccc32)CC1,cyproheptadine,1.0,2.0
CN1CCCC1=O,,,,,,1.0,UR,CN1CCCC1=O,1-methylpyrrolidin-2-one,1.0,2.0
CN1CCN(CC1)C1=Nc2ccccc2Nc2sc(C)cc12,-0.73517174,1.4772146,1.8865056,3.0,1.0,-4.35,LR,Cc1cc2c(s1)Nc1ccccc1N=C2N1CCN(C)CC1,olanzapine,0.0,1.0
CN1CCN(CC1)c1cc2n(cc(C(O)=O)c(=O)c2cc1F)-c1ccc(F)cc1,0.6132208,-0.19342336,3.3666263,3.0,1.0,-3.6,HR,CN1CCN(c2cc3c(cc2F)c(=O)c(C(=O)O)cn3-c2ccc(F)cc2)CC1,difloxacin,0.0,0.0
CN1CCN(CCCN2c3ccccc3Sc3ccc(Cl)cc23)CC1,-0.8530581,1.7493942,2.4114883,3.0,1.0,-4.398,HR,CN1CCN(CCCN2c3ccccc3Sc3ccc(Cl)cc32)CC1,prochlorperazine,0.0,0.0
CN1CC[C@@]23[C@H]4Oc5c2c(C[C@@H]1[C@@H]3C=C[C@@H]4O)ccc5O,0.14371532,-1.6135795,0.9869537,-1.0,1.0,-3.154,HR,CN1CCC23c4c5ccc(O)c4OC2C(O)C=CC3C1C5,morphine,0.0,1.0
CN1CC[C@@]23[C@H]4Oc5c2c(C[C@@H]1[C@@H]3C=C[C@@H]4OC(C)=O)ccc5OC(C)=O,0.33923995,-1.284533,1.1059295,-1.0,1.0,-2.798,HR,CC(=O)Oc1ccc2c3c1OC1C(OC(C)=O)C=CC4C(C2)N(C)CCC341,heroin,0.0,1.0
CN1C[C@@H](O)N(C1=O)c1nnc(s1)C(C)(C)C,,,,,,-1.8769999999999898,UR,CN1CC(O)N(c2nnc(C(C)(C)C)s2)C1=O,buthidazole,1.0,2.0
CN1C[C@@H]2C[C@H]1CN2c1cc2n(cc(C(O)=O)c(=O)c2cc1F)C1CC1,0.6469095,-0.3166755,3.438843,3.0,1.0,-2.9,HR,CN1CC2CC1CN2c1cc2c(cc1F)c(=O)c(C(=O)O)cn2C1CC1,danofloxacin,0.0,1.0
CN1[C@@H](CCl)Nc2cc(Cl)c(cc2S1(=O)=O)S(N)(=O)=O,-0.03300834,1.3951151,1.8213562,3.0,1.0,-3.778,HR,CN1C(CCl)Nc2cc(Cl)c(S(N)(=O)=O)cc2S1(=O)=O,methyclothiazide,0.0,1.0
CN1[C@H]2CC[C@@H]1C[C@H](C2)OC(=O)[C@@H](CO)c1ccccc1,-0.6568273,0.09544171,2.799484,3.0,1.0,-2.004,HR,CN1C2CCC1CC(OC(=O)C(CO)c1ccccc1)C2,atropine,0.0,1.0
CN1[C@H]2CC[C@@H]1C[C@H](C2)OC(=O)[C@H](CO)c1ccccc1,-0.51651007,0.18140057,2.7831693,3.0,1.0,-1.91,HR,CN1C2CCC1CC(OC(=O)C(CO)c1ccccc1)C2,hyoscyamine,0.0,0.0
CN1c2ccc(Cl)cc2C(=NCC1=O)c1ccccc1,-0.663831,1.5678984,1.8391176,3.0,1.0,-3.802,HR,CN1C(=O)CN=C(c2ccccc2)c2cc(Cl)ccc21,diazepam,0.0,0.0
CNC(=O)O\N=C(/SC)C(=O)N(C)C,2.9907413,0.6316087,1.0345567,0.0,0.0,0.106,UR,CNC(=O)ON=C(SC)C(=O)N(C)C,oxamyl,0.0,1.0
CNC(=O)O\N=C(\CSC)C(C)(C)C,2.9599783,0.5963951,0.99771553,0.0,0.0,-1.62,UR,CNC(=O)ON=C(CSC)C(C)(C)C,thiofanox,0.0,1.0
